Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
162,0.0018459163044123035,"105","128","2","228","238","241","268","274","364","365","383","422","435","440","443","493","506","536","596","602","634","661","678","713","75","753","768","876","880","900","906","931","958","961","963"
163,5.530840337223196e-13,"106","113","143","154","170","212","215","253","278","334","358","365","366","368","401","433","435","443","46","464","474","517","533","535","54","541","56","744","762","833","840","842","874","900","906"
164,0.001199820323241569,"108","153","193","200","237","249","281","360","387","413","415","435","441","443","466","47","487","493","495","515","546","606","61","625","64","658","666","682","73","900","906","943","951","960","998"
165,0.0016074199491340313,"106","108","111","132","137","164","207","357","433","435","443","454","475","480","493","497","511","591","608","61","613","69","722","735","738","765","780","796","900","906","912","944","945","951","963"
166,0.0012460619033264147,"151","210","283","304","307","310","312","37","411","422","435","443","45","453","475","482","550","641","678","683","701","794","811","816","820","823","85","887","900","906","916","92","931","958","967"
167,0.0007046323102432828,"161","168","170","231","235","247","289","394","413","422","423","435","46","464","504","540","541","565","583","678","68","698","714","736","745","755","797","802","804","805","844","931","958","975","997"
168,0.00019372055228555223,"134","18","186","198","211","227","252","278","282","309","37","418","435","441","443","505","554","59","607","611","625","683","739","816","820","833","842","872","875","882","889","900","906","925","930"
169,0.00010134960440636398,"113","141","152","158","173","186","208","212","257","258","332","357","363","428","429","435","482","489","496","549","59","594","599","629","677","763","803","806","808","845","854","91","914","920","924"
170,0.0007115731908487367,"106","108","111","134","152","168","186","258","32","426","435","443","45","498","510","545","601","630","632","641","66","691","713","75","811","830","856","863","865","886","904","906","92","973","979"
171,0.0007731464670328369,"109","152","206","235","284","410","428","429","43","434","435","441","443","451","46","477","499","540","624","637","660","707","730","740","759","767","793","797","853","900","906","914","967","978","991"
172,0.001559448098011664,"147","158","17","174","197","208","23","258","319","325","354","376","385","421","435","441","443","499","507","535","59","605","665","698","725","762","8","900","906","96","968","974","990","991","999"
173,0.0002783648943732158,"152","17","200","273","299","346","374","379","381","435","443","50","573","591","648","702","722","730","758","787","798","81","829","839","873","900","906","91","931","94","957","958","967","995","999"
174,0.0012346111488738493,"113","165","192","195","246","251","301","31","336","427","435","443","445","446","464","474","487","516","535","640","668","686","762","781","828","847","87","872","877","880","900","906","976","980","991"
175,0.0017036659842162851,"152","161","186","258","274","280","406","408","415","427","435","443","474","482","517","53","614","698","755","762","776","791","817","838","841","847","872","881","884","896","900","906","926","935","967"
176,1.0124739588278327e-12,"11","113","197","215","23","24","33","334","340","360","368","401","435","443","464","474","541","596","626","649","68","72","827","830","833","842","851","859","900","906","914","931","934","958","985"
177,0.001946278977200028,"1","200","227","233","250","321","324","36","413","435","443","47","482","531","537","666","671","707","71","778","85","869","900","906","908","909","910","935","951","956","960","969","972","975","985"
178,0.0011259218226790382,"152","156","186","195","223","234","254","395","402","418","435","441","443","451","460","479","552","618","624","699","781","794","830","872","900","901","906","917","922","927","928","931","977","979","981"
179,1.1289234283266562e-12,"113","12","23","270","368","428","435","443","449","460","464","474","541","571","590","614","627","654","728","729","761","792","816","819","828","830","833","840","842","851","900","906","928","931","958"
180,0.0007540915016470061,"108","120","13","130","134","135","138","152","172","185","186","187","196","228","258","268","342","352","435","443","455","462","465","485","602","712","713","788","855","89","900","906","91","915","941"
181,0.0006098635894355418,"184","190","227","231","250","293","300","329","377","396","398","417","435","443","445","464","482","531","54","541","544","575","675","676","705","707","713","753","792","870","876","885","954","975","985"
182,0.002424403073077012,"108","124","169","19","204","208","308","422","428","434","435","443","513","541","550","556","59","61","621","631","648","664","674","71","823","836","843","862","900","902","906","914","931","936","958"
183,0.0003297360098325966,"134","150","265","269","349","372","424","435","443","483","491","504","519","525","541","582","585","588","639","724","753","757","79","799","813","900","906","91","934","935","936","955","958","971","99"
184,0.0010913274868911158,"110","13","152","17","227","231","233","257","274","294","364","365","40","424","435","443","483","489","519","52","531","596","661","707","771","777","778","803","806","808","900","906","924","932","985"
185,0.000531165448186159,"114","173","351","357","375","389","404","415","435","443","531","565","59","639","688","705","714","724","732","741","757","831","850","857","895","897","900","906","91","913","931","950","985","996","997"
186,0.0005848821839823669,"135","153","159","219","258","350","352","387","415","422","435","443","447","462","480","481","485","58","618","625","648","702","712","822","833","842","894","900","906","931","944","947","949","958","995"
187,0.0007047490676345373,"106","151","152","158","186","191","195","234","237","276","316","32","358","38","39","411","412","435","438","440","443","453","488","5","547","75","759","779","868","887","900","906","91","911","916"
188,0.0007532057004221401,"152","177","227","271","339","35","400","41","434","435","443","467","486","531","577","587","61","636","642","647","658","713","727","753","763","810","836","900","906","908","936","950","957","962","985"
189,0.0009732397622757768,"106","13","227","231","235","277","278","289","329","33","413","435","464","510","531","541","55","61","633","638","675","676","717","722","792","797","804","805","830","904","925","946","954","979","985"
190,0.0012818797358820889,"150","154","167","168","173","222","232","266","274","30","32","366","368","399","435","443","448","523","532","535","609","692","7","70","721","762","83","858","871","872","900","906","939","940","942"
191,0.0017647493681613698,"1","106","12","134","146","215","227","235","24","269","270","435","443","449","454","464","537","541","545","627","649","66","72","722","726","727","778","837","88","900","906","911","935","951","972"
192,0.0009426636926306929,"100","108","111","133","152","161","173","186","197","210","258","298","303","311","387","421","435","443","459","484","540","553","61","612","667","698","755","782","906","91","919","923","950","976","991"
